id_equipo;vida_util_consumida;tasa_incidencias_tecnicas;tiempo_inactividad_acumulado;costo_mto_reactivo_acumulado;ubicacion_activo;estado_integridad_hardware;tipo_equipo
1992;1102;0;0;2069;UDLAPARK;Excelente;Servidor
1993;3331;1;153;4114;UDLAPARK;Bueno;Laptop
1994;695;0;0;2823;UDLAPARK;Excelente;Laptop
1995;6167;1;182;11304;UDLAPARK;Regular;Laptop
1996;6188;1;219;11089;COLON;Regular;Laptop
1997;8615;8;1575;30845;UDLAPARK;Critico;Servidor
1998;1044;0;0;78;UDLAPARK;Excelente;Laptop
1999;837;0;0;829;GRANADOS;Excelente;Computadora de Escritorio
2000;1715;0;0;2537;UDLAPARK;Excelente;Laptop
2001;1606;0;0;286;UDLAPARK;Excelente;Laptop
2002;1679;0;0;931;UDLAPARK;Excelente;Computadora de Escritorio
2003;9111;4;1104;35363;UDLAPARK;Critico;Computadora de Escritorio
2004;1238;0;0;303;GRANADOS;Excelente;Laptop
2005;2022;0;0;1832;GRANADOS;Excelente;Computadora de Escritorio
2006;6617;2;68;9759;UDLAPARK;Regular;Computadora de Escritorio
2007;3151;2;784;7419;UDLAPARK;Bueno;Computadora de Escritorio
2008;5389;3;947;11009;GRANADOS;Regular;Computadora de Escritorio
2009;1524;0;0;1898;UDLAPARK;Excelente;Servidor
2010;3467;1;31;6977;COLON;Bueno;Laptop
2011;1603;0;0;2044;COLON;Excelente;Computadora de Escritorio
2012;2105;0;0;768;UDLAPARK;Excelente;Computadora de Escritorio
2013;8438;4;89;26387;UDLAPARK;Critico;Computadora de Escritorio
2014;2264;0;0;2321;GRANADOS;Excelente;Proyector
2015;4208;1;17;5337;GRANADOS;Bueno;Computadora de Escritorio
2016;2514;0;0;5878;COLON;Bueno;Servidor
2017;176;0;0;1696;UDLAPARK;Excelente;Servidor
2018;8389;2;56;20429;GRANADOS;Critico;Servidor
2019;1661;0;0;1891;UDLAPARK;Excelente;Laptop
2020;6761;4;1129;933;COLON;Regular;Laptop
2021;9062;6;1442;15486;COLON;Critico;Laptop
2022;4534;0;0;6743;UDLAPARK;Bueno;Impresora
2023;1000;4;101;38007;UDLAPARK;Critico;Laptop
2024;133;0;0;1078;UDLAPARK;Excelente;Laptop
2025;426;1;198;4853;UDLAPARK;Bueno;Laptop
2026;651;0;0;1555;UDLAPARK;Excelente;Computadora de Escritorio
2027;696;2;74;1283;UDLAPARK;Regular;Impresora
2028;863;3;927;31565;GRANADOS;Critico;Computadora de Escritorio
2029;1958;0;0;1725;UDLAPARK;Excelente;Laptop
2030;7511;1;242;12831;UDLAPARK;Regular;Computadora de Escritorio
2031;1648;0;0;152;UDLAPARK;Excelente;Servidor
2032;4076;0;0;3638;UDLAPARK;Bueno;Impresora
2033;4451;2;67;2661;GRANADOS;Bueno;Proyector
2034;8987;9;1643;35667;UDLAPARK;Critico;Servidor
2035;3581;3;495;698;UDLAPARK;Bueno;Computadora de Escritorio
2036;1866;0;0;1801;UDLAPARK;Excelente;Computadora de Escritorio
2037;1306;0;0;2589;UDLAPARK;Excelente;Computadora de Escritorio
2038;1337;0;0;596;UDLAPARK;Excelente;Computadora de Escritorio
2039;1109;0;0;2552;UDLAPARK;Excelente;Laptop
2040;1572;0;0;1183;UDLAPARK;Excelente;Laptop
2041;8469;9;2574;31879;UDLAPARK;Critico;Computadora de Escritorio
2042;4042;0;0;3545;UDLAPARK;Bueno;Computadora de Escritorio
2043;3489;0;0;4286;GRANADOS;Bueno;Computadora de Escritorio
2044;1314;0;0;1273;UDLAPARK;Excelente;Computadora de Escritorio
2045;8994;5;1565;16337;COLON;Critico;Computadora de Escritorio
2046;5703;4;153;12005;UDLAPARK;Regular;Computadora de Escritorio
2047;964;0;0;1892;GRANADOS;Excelente;Proyector
2048;6646;3;907;11432;GRANADOS;Regular;Servidor
2049;4322;0;0;7026;UDLAPARK;Bueno;Computadora de Escritorio
2050;1825;0;0;939;UDLAPARK;Excelente;Servidor
2051;441;0;0;6758;UDLAPARK;Bueno;Proyector
2052;4198;0;0;2094;UDLAPARK;Bueno;Laptop
2053;1618;0;0;562;UDLAPARK;Excelente;Laptop
2054;9491;7;1167;15217;UDLAPARK;Critico;Computadora de Escritorio
2055;6242;4;1584;13778;UDLAPARK;Regular;Impresora
2056;6877;3;935;875;GRANADOS;Regular;Computadora de Escritorio
2057;3982;0;0;6509;UDLAPARK;Bueno;Proyector
2058;3301;0;0;660;UDLAPARK;Bueno;Computadora de Escritorio
2059;5644;4;951;14127;UDLAPARK;Regular;Proyector
2060;4527;1;165;6232;UDLAPARK;Bueno;Proyector
2061;1243;0;0;2888;GRANADOS;Excelente;Servidor
2062;3166;0;0;6444;UDLAPARK;Bueno;Proyector
2063;5523;5;1978;14296;UDLAPARK;Regular;Laptop
2064;3606;3;799;719;GRANADOS;Bueno;Impresora
2065;2044;0;0;2346;UDLAPARK;Excelente;Proyector
2066;6232;3;859;9652;UDLAPARK;Regular;Proyector
2067;1239;0;0;1934;UDLAPARK;Excelente;Impresora
2068;2199;0;0;136;UDLAPARK;Excelente;Laptop
2069;1492;0;0;1642;UDLAPARK;Excelente;Servidor
2070;1641;0;0;1973;UDLAPARK;Excelente;Computadora de Escritorio
2071;5872;3;781;7826;UDLAPARK;Regular;Laptop
2072;2748;0;0;6506;UDLAPARK;Bueno;Computadora de Escritorio
2073;1727;0;0;1095;COLON;Excelente;Servidor
2074;9131;8;1913;39639;GRANADOS;Critico;Servidor
2075;8635;4;955;37956;COLON;Critico;Computadora de Escritorio
2076;8783;8;1731;3590;UDLAPARK;Critico;Computadora de Escritorio
2077;1252;0;0;2106;UDLAPARK;Excelente;Computadora de Escritorio
2078;4033;1;266;7321;UDLAPARK;Bueno;Laptop
2079;8295;1;207;23318;UDLAPARK;Critico;Computadora de Escritorio
2080;6145;2;598;14989;COLON;Regular;Laptop
2081;1227;0;0;965;UDLAPARK;Excelente;Computadora de Escritorio
2082;1408;0;0;2247;UDLAPARK;Excelente;Servidor
2083;3057;0;0;6668;COLON;Bueno;Proyector
2084;8142;7;2406;36361;UDLAPARK;Critico;Proyector
2085;3641;1;157;5678;UDLAPARK;Bueno;Computadora de Escritorio
2086;4136;2;662;5087;UDLAPARK;Bueno;Computadora de Escritorio
2087;2081;0;0;2779;UDLAPARK;Excelente;Proyector
2088;7786;3;587;11777;GRANADOS;Regular;Laptop
2089;5762;1;321;13323;COLON;Regular;Impresora
2090;3942;0;0;5405;COLON;Bueno;Computadora de Escritorio
2091;5698;4;1552;7473;COLON;Regular;Laptop
2092;9016;4;702;17184;UDLAPARK;Critico;Computadora de Escritorio
2093;1729;0;0;2087;GRANADOS;Excelente;Laptop
2094;371;0;0;4055;GRANADOS;Bueno;Computadora de Escritorio
2095;739;0;0;164;GRANADOS;Excelente;Computadora de Escritorio
2096;6926;5;1758;10686;UDLAPARK;Regular;Laptop
2097;3218;0;0;4899;UDLAPARK;Bueno;Servidor
2098;4823;2;644;6602;UDLAPARK;Bueno;Computadora de Escritorio
2099;5791;4;947;12522;UDLAPARK;Regular;Computadora de Escritorio
2100;3982;2;632;5368;UDLAPARK;Bueno;Servidor
2101;9276;6;1543;20977;GRANADOS;Critico;Laptop
2102;4171;2;693;7502;GRANADOS;Bueno;Laptop
2103;1795;0;0;2963;GRANADOS;Excelente;Computadora de Escritorio
2104;5373;2;776;8082;UDLAPARK;Regular;Servidor
2105;7931;5;1628;12304;UDLAPARK;Regular;Proyector
2106;707;0;0;1044;UDLAPARK;Excelente;Servidor
2107;9948;4;1077;34848;GRANADOS;Critico;Computadora de Escritorio
2108;8542;8;1949;29136;GRANADOS;Critico;Servidor
2109;177;0;0;2234;UDLAPARK;Excelente;Laptop
2110;8756;4;1129;34929;COLON;Critico;Proyector
2111;1563;0;0;2957;COLON;Excelente;Computadora de Escritorio
2112;1196;0;0;1565;UDLAPARK;Excelente;Laptop
2113;2161;0;0;1906;GRANADOS;Excelente;Proyector
2114;772;4;1491;16901;UDLAPARK;Critico;Laptop
2115;6351;3;114;10417;UDLAPARK;Regular;Laptop
2116;716;0;0;1135;UDLAPARK;Excelente;Proyector
2117;4907;0;0;7127;COLON;Bueno;Computadora de Escritorio
2118;4774;0;0;7162;UDLAPARK;Bueno;Servidor
2119;1069;0;0;2545;UDLAPARK;Excelente;Servidor
2120;7751;6;2266;27291;UDLAPARK;Critico;Computadora de Escritorio
2121;7595;4;1211;12751;UDLAPARK;Regular;Laptop
2122;3685;0;0;2773;GRANADOS;Bueno;Computadora de Escritorio
2123;8673;3;729;38256;UDLAPARK;Critico;Servidor
2124;3432;4;1563;6874;UDLAPARK;Bueno;Computadora de Escritorio
2125;9223;4;144;17184;UDLAPARK;Critico;Impresora
2126;7086;2;405;8383;GRANADOS;Regular;Laptop
2127;4014;0;0;6981;COLON;Bueno;Computadora de Escritorio
2128;1919;0;0;873;GRANADOS;Excelente;Servidor
2129;8653;8;2596;24894;UDLAPARK;Critico;Laptop
2130;5207;1;20;7614;UDLAPARK;Bueno;Laptop
2131;938;0;0;923;UDLAPARK;Excelente;Computadora de Escritorio
2132;1352;0;0;161;GRANADOS;Excelente;Computadora de Escritorio
2133;2893;0;0;3019;COLON;Bueno;Servidor
2134;4981;1;335;7261;UDLAPARK;Bueno;Laptop
2135;5363;3;623;9109;UDLAPARK;Regular;Computadora de Escritorio
2136;7618;4;665;17046;UDLAPARK;Critico;Computadora de Escritorio
2137;1732;0;0;1173;UDLAPARK;Excelente;Proyector
2138;7291;3;553;12939;UDLAPARK;Regular;Computadora de Escritorio
2139;1943;0;0;759;GRANADOS;Excelente;Computadora de Escritorio
2140;9363;5;1407;17935;UDLAPARK;Critico;Computadora de Escritorio
2141;5612;6;2126;9213;COLON;Regular;Laptop
2142;361;2;591;6927;UDLAPARK;Bueno;Computadora de Escritorio
2143;6595;2;692;10077;UDLAPARK;Regular;Computadora de Escritorio
2144;1262;0;0;2547;UDLAPARK;Excelente;Computadora de Escritorio
2145;4364;2;362;764;UDLAPARK;Bueno;Laptop
2146;7958;7;203;10327;UDLAPARK;Regular;Laptop
2147;5052;4;715;7055;UDLAPARK;Bueno;Laptop
2148;3943;0;0;2955;GRANADOS;Bueno;Laptop
2149;3264;1;348;4933;GRANADOS;Bueno;Laptop
2150;7024;3;1181;12185;UDLAPARK;Regular;Proyector
2151;1049;0;0;2955;UDLAPARK;Excelente;Proyector
2152;1653;0;0;1305;GRANADOS;Excelente;Computadora de Escritorio
2153;6385;4;1215;11018;UDLAPARK;Regular;Computadora de Escritorio
2154;5349;4;158;14609;UDLAPARK;Regular;Computadora de Escritorio
2155;1352;0;0;138;GRANADOS;Excelente;Laptop
2156;1954;0;0;69;UDLAPARK;Excelente;Servidor
2157;641;0;0;32;UDLAPARK;Excelente;Computadora de Escritorio
2158;1264;0;0;2726;GRANADOS;Excelente;Laptop
2159;3881;0;0;3998;UDLAPARK;Bueno;Proyector
2160;5744;6;2226;1135;UDLAPARK;Regular;Laptop
2161;6483;3;635;14004;UDLAPARK;Regular;Computadora de Escritorio
2162;4668;1;194;781;UDLAPARK;Bueno;Computadora de Escritorio
2163;4444;0;0;2065;UDLAPARK;Bueno;Computadora de Escritorio
2164;5647;2;547;10293;UDLAPARK;Regular;Servidor
2165;3172;0;0;3409;UDLAPARK;Bueno;Computadora de Escritorio
2166;9022;4;1391;1703;UDLAPARK;Critico;Proyector
2167;4471;0;0;5866;UDLAPARK;Bueno;Servidor
2168;1551;0;0;71;COLON;Excelente;Laptop
2169;5928;0;0;11875;GRANADOS;Regular;Proyector
2170;1626;0;0;92;UDLAPARK;Excelente;Computadora de Escritorio
2171;6184;1;375;12802;COLON;Regular;Laptop
2172;1507;0;0;2635;GRANADOS;Excelente;Proyector
2173;752;0;0;2712;UDLAPARK;Excelente;Laptop
2174;8648;6;2178;34284;UDLAPARK;Critico;Laptop
2175;161;0;0;2911;UDLAPARK;Excelente;Proyector
2176;641;4;1369;14724;UDLAPARK;Regular;Impresora
2177;1913;0;0;2599;GRANADOS;Excelente;Laptop
2178;550;1;207;4584;GRANADOS;Bueno;Laptop
2179;6956;2;634;12199;COLON;Regular;Proyector
2180;3209;3;668;7219;GRANADOS;Bueno;Laptop
2181;2344;0;0;2927;COLON;Excelente;Laptop
2182;1197;0;0;1265;UDLAPARK;Excelente;Computadora de Escritorio
2183;1746;0;0;1862;GRANADOS;Excelente;Laptop
2184;1337;0;0;548;UDLAPARK;Excelente;Computadora de Escritorio
2185;500;6;2058;10652;UDLAPARK;Regular;Proyector
2186;8323;3;945;3290;GRANADOS;Critico;Servidor
2187;8395;8;294;20465;UDLAPARK;Critico;Computadora de Escritorio
2188;6937;7;1805;12945;UDLAPARK;Regular;Computadora de Escritorio
2189;6969;0;0;10493;UDLAPARK;Regular;Computadora de Escritorio
2190;7101;6;941;7667;UDLAPARK;Regular;Computadora de Escritorio
2191;250;0;0;965;UDLAPARK;Excelente;Computadora de Escritorio
2192;9116;6;1745;31727;UDLAPARK;Critico;Proyector
2193;5359;5;799;14238;UDLAPARK;Regular;Laptop
2194;3615;2;798;3668;GRANADOS;Bueno;Servidor
2195;1684;0;0;2996;UDLAPARK;Excelente;Computadora de Escritorio
2196;405;0;0;6267;GRANADOS;Bueno;Laptop
2197;4001;0;0;2917;GRANADOS;Bueno;Computadora de Escritorio
2198;8763;4;669;27615;GRANADOS;Critico;Computadora de Escritorio
2199;4967;0;0;6899;COLON;Bueno;Impresora
2200;3123;1;25;6476;UDLAPARK;Bueno;Computadora de Escritorio
2201;8363;3;99;1550;COLON;Critico;Computadora de Escritorio
2202;1323;0;0;1992;UDLAPARK;Excelente;Computadora de Escritorio
2203;3964;2;34;3255;UDLAPARK;Bueno;Impresora
2204;1147;0;0;1371;COLON;Excelente;Computadora de Escritorio
2205;7859;5;1184;14761;GRANADOS;Regular;Computadora de Escritorio
2206;8862;5;1593;34464;UDLAPARK;Critico;Laptop
2207;1663;0;0;1282;UDLAPARK;Excelente;Computadora de Escritorio
2208;8591;4;1597;34685;UDLAPARK;Critico;Computadora de Escritorio
2209;1723;0;0;279;UDLAPARK;Excelente;Computadora de Escritorio
2210;8967;7;1691;1990;UDLAPARK;Critico;Proyector
2211;6709;2;34;8961;UDLAPARK;Regular;Proyector
2212;5308;1;297;11625;UDLAPARK;Regular;Laptop
2213;2133;0;0;1039;UDLAPARK;Excelente;Computadora de Escritorio
2214;8206;3;797;20525;GRANADOS;Critico;Proyector
2215;6541;1;367;12372;UDLAPARK;Regular;Laptop
2216;1278;0;0;1835;UDLAPARK;Excelente;Computadora de Escritorio
2217;7259;2;686;14332;UDLAPARK;Regular;Proyector
2218;1401;0;0;296;GRANADOS;Excelente;Laptop
2219;9003;4;611;28616;UDLAPARK;Critico;Impresora
2220;1597;0;0;1201;UDLAPARK;Excelente;Proyector
2221;7268;5;878;9119;UDLAPARK;Regular;Servidor
2222;3696;0;0;5826;COLON;Bueno;Laptop
2223;1746;0;0;2184;UDLAPARK;Excelente;Servidor
2224;1607;0;0;2539;UDLAPARK;Excelente;Laptop
2225;1384;0;0;855;UDLAPARK;Excelente;Computadora de Escritorio
2226;3982;2;757;5247;UDLAPARK;Bueno;Computadora de Escritorio
2227;991;0;0;1347;UDLAPARK;Excelente;Laptop
2228;3124;0;0;479;GRANADOS;Bueno;Proyector
2229;923;0;0;272;UDLAPARK;Excelente;Computadora de Escritorio
2230;1453;0;0;1782;GRANADOS;Excelente;Laptop
2231;7338;4;1258;7747;GRANADOS;Regular;Servidor
2232;1683;0;0;572;GRANADOS;Excelente;Computadora de Escritorio
2233;8995;7;1103;22263;GRANADOS;Critico;Proyector
2234;9367;4;1229;26262;UDLAPARK;Critico;Proyector
2235;5537;2;588;1361;UDLAPARK;Regular;Computadora de Escritorio
2236;3151;1;319;6175;GRANADOS;Bueno;Computadora de Escritorio
2237;8374;10;3317;32714;GRANADOS;Critico;Servidor
2238;1633;0;0;1961;UDLAPARK;Excelente;Servidor
2239;1108;0;0;885;UDLAPARK;Excelente;Servidor
2240;1893;0;0;34;GRANADOS;Excelente;Computadora de Escritorio
2241;7053;3;755;9699;GRANADOS;Regular;Computadora de Escritorio
2242;1205;0;0;2054;GRANADOS;Excelente;Servidor
2243;5323;2;451;3921;UDLAPARK;Bueno;Servidor
2244;8479;5;1845;38477;GRANADOS;Critico;Laptop
2245;8625;5;1826;30847;UDLAPARK;Critico;Computadora de Escritorio
2246;4182;0;0;4319;UDLAPARK;Bueno;Laptop
2247;84;0;0;1426;UDLAPARK;Excelente;Laptop
2248;7534;1;226;9566;COLON;Regular;Proyector
2249;5088;0;0;6887;GRANADOS;Bueno;Laptop
2250;1712;0;0;1214;UDLAPARK;Excelente;Laptop
2251;2288;0;0;2421;UDLAPARK;Excelente;Laptop
2252;9221;6;2095;21309;UDLAPARK;Critico;Computadora de Escritorio
2253;7468;2;355;9807;UDLAPARK;Regular;Computadora de Escritorio
2254;6201;5;1102;11128;GRANADOS;Regular;Laptop
2255;8632;8;277;25841;UDLAPARK;Critico;Computadora de Escritorio
2256;3553;2;438;3328;UDLAPARK;Bueno;Servidor
2257;4628;1;186;334;UDLAPARK;Bueno;Laptop
2258;4774;0;0;2451;GRANADOS;Bueno;Servidor
2259;168;0;0;267;COLON;Excelente;Computadora de Escritorio
2260;5118;0;0;7052;UDLAPARK;Bueno;Computadora de Escritorio
2261;6304;4;1186;1251;UDLAPARK;Regular;Computadora de Escritorio
2262;2386;0;0;5403;UDLAPARK;Bueno;Proyector
2263;8831;4;1146;16545;UDLAPARK;Critico;Computadora de Escritorio
2264;3153;0;0;4347;UDLAPARK;Bueno;Computadora de Escritorio
2265;3997;1;298;6564;GRANADOS;Bueno;Computadora de Escritorio
2266;5275;3;883;2518;UDLAPARK;Bueno;Proyector
2267;4937;2;532;7408;UDLAPARK;Bueno;Proyector
2268;6254;0;0;12635;UDLAPARK;Regular;Proyector
2269;2499;0;0;2256;UDLAPARK;Excelente;Computadora de Escritorio
2270;3623;1;357;6749;GRANADOS;Bueno;Servidor
2271;1065;0;0;2595;UDLAPARK;Excelente;Proyector
2272;374;1;284;5892;GRANADOS;Bueno;Computadora de Escritorio
2273;499;0;0;3228;UDLAPARK;Bueno;Computadora de Escritorio
2274;7027;1;23;12026;UDLAPARK;Regular;Computadora de Escritorio
2275;8505;4;1441;2488;UDLAPARK;Critico;Computadora de Escritorio
2276;454;0;0;503;UDLAPARK;Bueno;Laptop
2277;6669;4;105;11256;UDLAPARK;Regular;Impresora
2278;4837;2;54;4042;UDLAPARK;Bueno;Computadora de Escritorio
2279;3864;4;1498;3006;GRANADOS;Bueno;Laptop
2280;1704;0;0;815;GRANADOS;Excelente;Servidor
2281;1791;0;0;2045;UDLAPARK;Excelente;Computadora de Escritorio
2282;4391;1;299;4495;UDLAPARK;Bueno;Computadora de Escritorio
2283;4839;0;0;4745;GRANADOS;Bueno;Proyector
2284;1678;0;0;815;UDLAPARK;Excelente;Servidor
2285;814;0;0;2186;GRANADOS;Excelente;Computadora de Escritorio
2286;1248;0;0;1913;UDLAPARK;Excelente;Proyector
2287;8702;6;1287;29653;UDLAPARK;Critico;Laptop
2288;1668;0;0;1122;GRANADOS;Excelente;Laptop
2289;3849;1;235;2565;UDLAPARK;Bueno;Proyector
2290;1498;0;0;2806;UDLAPARK;Excelente;Proyector
2291;4128;0;0;422;UDLAPARK;Bueno;Laptop
2292;1121;0;0;1375;GRANADOS;Excelente;Laptop
2293;2195;0;0;1232;UDLAPARK;Excelente;Computadora de Escritorio
2294;3747;3;812;7452;UDLAPARK;Bueno;Proyector
2295;1439;0;0;2639;UDLAPARK;Excelente;Computadora de Escritorio
2296;1951;0;0;407;GRANADOS;Excelente;Impresora
2297;84;0;0;354;UDLAPARK;Excelente;Computadora de Escritorio
2298;1421;0;0;1658;UDLAPARK;Excelente;Computadora de Escritorio
2299;1149;0;0;2393;UDLAPARK;Excelente;Computadora de Escritorio
2300;1509;0;0;563;GRANADOS;Excelente;Servidor
2301;7321;3;1126;11644;UDLAPARK;Regular;Laptop
2302;550;2;732;3539;UDLAPARK;Bueno;Proyector
2303;550;0;0;3672;UDLAPARK;Bueno;Servidor
2304;1386;0;0;963;COLON;Excelente;Servidor
2305;8318;4;1317;17497;UDLAPARK;Critico;Proyector
2306;5464;0;0;6099;GRANADOS;Bueno;Proyector
2307;611;0;0;123;UDLAPARK;Excelente;Servidor
2308;4381;1;198;6906;GRANADOS;Bueno;Computadora de Escritorio
2309;926;0;0;2071;GRANADOS;Excelente;Proyector
2310;2419;0;0;2908;COLON;Excelente;Laptop
2311;4986;1;164;5444;UDLAPARK;Bueno;Laptop
2312;8598;5;1474;2412;UDLAPARK;Critico;Computadora de Escritorio
2313;2615;0;0;2068;UDLAPARK;Bueno;Computadora de Escritorio
2314;6101;3;62;14775;UDLAPARK;Regular;Laptop
2315;7891;1;303;15546;COLON;Critico;Computadora de Escritorio
2316;1692;0;0;2132;UDLAPARK;Excelente;Servidor
2317;1088;0;0;1755;UDLAPARK;Excelente;Computadora de Escritorio
2318;4063;4;678;2726;COLON;Bueno;Proyector
2319;2715;1;332;7024;GRANADOS;Bueno;Proyector
2320;3939;0;0;448;UDLAPARK;Bueno;Computadora de Escritorio
2321;8693;7;2179;18673;UDLAPARK;Critico;Computadora de Escritorio
2322;5501;8;1344;10382;GRANADOS;Regular;Computadora de Escritorio
2323;410;0;0;2645;UDLAPARK;Bueno;Laptop
2324;1548;0;0;149;GRANADOS;Excelente;Proyector
2325;6396;2;332;12211;COLON;Regular;Proyector
2326;8392;9;3483;15094;COLON;Critico;Computadora de Escritorio
2327;5783;5;802;8633;UDLAPARK;Regular;Computadora de Escritorio
2328;2098;0;0;2178;UDLAPARK;Excelente;Proyector
2329;3741;1;369;5148;UDLAPARK;Bueno;Computadora de Escritorio
2330;1751;0;0;931;UDLAPARK;Excelente;Computadora de Escritorio
2331;2224;0;0;1758;UDLAPARK;Excelente;Proyector
2332;136;0;0;859;UDLAPARK;Excelente;Proyector
2333;2401;2;71;7538;UDLAPARK;Bueno;Computadora de Escritorio
2334;5835;5;173;14441;GRANADOS;Regular;Computadora de Escritorio
2335;1788;0;0;133;UDLAPARK;Excelente;Laptop
2336;5449;1;193;505;UDLAPARK;Bueno;Servidor
2337;4395;2;764;2554;UDLAPARK;Bueno;Computadora de Escritorio
2338;2825;1;256;3959;GRANADOS;Bueno;Computadora de Escritorio
2339;1578;0;0;714;UDLAPARK;Excelente;Laptop
2340;392;1;31;7218;GRANADOS;Bueno;Impresora
2341;6822;7;1701;8319;UDLAPARK;Regular;Computadora de Escritorio
2342;144;0;0;1532;UDLAPARK;Excelente;Laptop
2343;652;0;0;2561;UDLAPARK;Excelente;Proyector
2344;2961;1;317;780;UDLAPARK;Bueno;Computadora de Escritorio
2345;8098;7;2176;27951;UDLAPARK;Critico;Laptop
2346;7325;4;1095;14447;UDLAPARK;Regular;Proyector
2347;6819;2;553;11813;UDLAPARK;Regular;Computadora de Escritorio
2348;2349;0;0;4088;UDLAPARK;Bueno;Computadora de Escritorio
2349;3171;1;274;7717;GRANADOS;Bueno;Servidor
2350;1023;0;0;1294;UDLAPARK;Excelente;Servidor
2351;5035;0;0;7492;UDLAPARK;Bueno;Computadora de Escritorio
2352;966;6;1424;31995;GRANADOS;Critico;Laptop
2353;3959;1;188;4767;UDLAPARK;Bueno;Computadora de Escritorio
2354;9111;6;1579;15548;UDLAPARK;Critico;Laptop
2355;6124;3;794;11704;UDLAPARK;Regular;Servidor
2356;166;0;0;694;UDLAPARK;Excelente;Computadora de Escritorio
2357;8884;4;1457;27922;UDLAPARK;Critico;Computadora de Escritorio
2358;2227;0;0;196;UDLAPARK;Excelente;Laptop
2359;4558;2;443;4861;UDLAPARK;Bueno;Laptop
2360;2006;0;0;2934;COLON;Excelente;Proyector
2361;66;0;0;829;UDLAPARK;Excelente;Laptop
2362;478;1;33;4232;UDLAPARK;Bueno;Servidor
2363;1721;0;0;1475;GRANADOS;Excelente;Proyector
2364;4034;2;729;3806;COLON;Bueno;Computadora de Escritorio
2365;429;1;394;2514;UDLAPARK;Bueno;Proyector
2366;1407;0;0;2981;UDLAPARK;Excelente;Laptop
2367;2424;0;0;235;UDLAPARK;Excelente;Computadora de Escritorio
2368;4383;0;0;5867;UDLAPARK;Bueno;Computadora de Escritorio
2369;1752;0;0;170;UDLAPARK;Excelente;Computadora de Escritorio
2370;6248;1;252;14166;UDLAPARK;Regular;Computadora de Escritorio
2371;7526;7;158;8791;UDLAPARK;Regular;Laptop
2372;6062;1;372;14448;UDLAPARK;Regular;Computadora de Escritorio
2373;6206;2;371;9472;UDLAPARK;Regular;Laptop
2374;4317;0;0;3416;UDLAPARK;Bueno;Computadora de Escritorio
2375;7121;4;93;11875;UDLAPARK;Regular;Impresora
2376;958;0;0;711;GRANADOS;Excelente;Proyector
2377;1202;0;0;2059;UDLAPARK;Excelente;Computadora de Escritorio
2378;500;5;947;11266;UDLAPARK;Regular;Laptop
2379;2466;1;355;3957;UDLAPARK;Bueno;Proyector
2380;5316;4;1195;9661;GRANADOS;Regular;Laptop
2381;5617;2;558;11054;GRANADOS;Regular;Impresora
2382;8949;6;202;37093;GRANADOS;Critico;Proyector
2383;9217;5;1118;29672;UDLAPARK;Critico;Laptop
2384;4902;2;75;2479;UDLAPARK;Bueno;Computadora de Escritorio
2385;1243;0;0;915;UDLAPARK;Excelente;Laptop
2386;4759;1;298;2834;UDLAPARK;Bueno;Computadora de Escritorio
2387;4684;0;0;3795;UDLAPARK;Bueno;Servidor
2388;5067;1;216;4228;UDLAPARK;Bueno;Computadora de Escritorio
2389;6279;5;1522;12464;UDLAPARK;Regular;Computadora de Escritorio
2390;7629;3;544;1180;UDLAPARK;Regular;Impresora
2391;3773;1;202;4328;GRANADOS;Bueno;Computadora de Escritorio
2392;2146;0;0;1735;COLON;Excelente;Computadora de Escritorio
2393;4352;0;0;3866;UDLAPARK;Bueno;Proyector
2394;1597;0;0;1557;UDLAPARK;Excelente;Impresora
2395;8068;5;776;24894;UDLAPARK;Critico;Laptop
2396;1096;0;0;1043;UDLAPARK;Excelente;Computadora de Escritorio
2397;1311;0;0;26;UDLAPARK;Excelente;Laptop
2398;1379;0;0;2344;UDLAPARK;Excelente;Proyector
2399;4539;1;219;6787;COLON;Bueno;Impresora
2400;259;0;0;2219;GRANADOS;Bueno;Laptop
2401;2229;0;0;2723;UDLAPARK;Excelente;Proyector
2402;1635;0;0;1426;UDLAPARK;Excelente;Proyector
2403;493;1;314;474;GRANADOS;Bueno;Laptop
2404;250;0;0;1303;UDLAPARK;Excelente;Laptop
2405;6473;1;319;8717;COLON;Regular;Computadora de Escritorio
2406;4856;1;314;3651;UDLAPARK;Bueno;Computadora de Escritorio
2407;4877;0;0;6425;GRANADOS;Bueno;Computadora de Escritorio
2408;1667;0;0;1069;UDLAPARK;Excelente;Proyector
2409;7853;3;1172;18863;UDLAPARK;Critico;Computadora de Escritorio
2410;4921;1;208;5815;GRANADOS;Bueno;Computadora de Escritorio
2411;5958;5;847;10649;UDLAPARK;Regular;Servidor
2412;1475;0;0;1746;UDLAPARK;Excelente;Computadora de Escritorio
2413;3516;1;198;4268;UDLAPARK;Bueno;Servidor
2414;1231;0;0;1855;UDLAPARK;Excelente;Servidor
2415;4488;0;0;7775;COLON;Bueno;Laptop
2416;8828;3;941;16937;UDLAPARK;Critico;Computadora de Escritorio
2417;4474;1;399;5192;UDLAPARK;Bueno;Computadora de Escritorio
2418;149;0;0;585;UDLAPARK;Excelente;Impresora
2419;666;0;0;934;UDLAPARK;Excelente;Servidor
2420;3644;0;0;7686;UDLAPARK;Bueno;Impresora
2421;1587;0;0;2217;GRANADOS;Excelente;Impresora
